1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
50,53
41,54
54,55
54,56
54,57
36,58
58,59
58,60
58,61
28,62
62,63
62,64
62,65
1,2
2,3
3,4
4,5
5,1
5,6
6,7
3,8
8,9
7,10
10,11
11,12
12,13
13,7
11,14
14,15
15,16
16,17
17,18
18,19
19,15
22,23
23,9
22,24
24,17
4,0
16,0
10,0
23,0
14,25
25,26
26,27
27,28
28,29
29,30
30,25
24,31
8,32
6,33
31,34
34,35
35,36
36,37
37,38
38,31
32,39
39,40
40,41
41,42
42,43
43,32
33,44
44,45
45,46
46,47
47,48
48,33
0,49
46,50
50,51
50,52
